1000
1000
4
player0:0,1
player1:1,1
player2:2,1
player3:3,1
100
0,2,1,4,
1,2,2,4,
2,2,3,4,
3,2,4,4,
4,2,5,4,
5,2,6,4,
6,2,7,4,
7,2,8,4,
8,2,9,4,
9,2,10,4,
10,2,11,4,
11,2,12,4,
12,2,13,4,
13,2,14,4,
14,2,15,4,
15,2,16,4,
16,2,17,4,
17,2,18,4,
18,2,19,4,
19,2,20,4,
20,2,21,4,
21,2,22,4,
22,2,23,4,
23,2,24,4,
24,2,25,4,
25,2,26,4,
26,2,27,4,
27,2,28,4,
28,2,29,4,
29,2,30,4,
30,2,31,4,
31,2,32,4,
32,2,33,4,
33,2,34,4,
34,2,35,4,
35,2,36,4,
36,2,37,4,
37,2,38,4,
38,2,39,4,
39,2,40,4,
40,2,41,4,
41,2,42,4,
42,2,43,4,
43,2,44,4,
44,2,45,4,
45,2,46,4,
46,2,47,4,
47,2,48,4,
48,2,49,4,
49,2,50,4,
50,2,51,4,
51,2,52,4,
52,2,53,4,
53,2,54,4,
54,2,55,4,
55,2,56,4,
56,2,57,4,
57,2,58,4,
58,2,59,4,
59,2,60,4,
60,2,61,4,
61,2,62,4,
62,2,63,4,
63,2,64,4,
64,2,65,4,
65,2,66,4,
66,2,67,4,
67,2,68,4,
68,2,69,4,
69,2,70,4,
70,2,71,4,
71,2,72,4,
72,2,73,4,
73,2,74,4,
74,2,75,4,
75,2,76,4,
76,2,77,4,
77,2,78,4,
78,2,79,4,
79,2,80,4,
80,2,81,4,
81,2,82,4,
82,2,83,4,
83,2,84,4,
84,2,85,4,
85,2,86,4,
86,2,87,4,
87,2,88,4,
88,2,89,4,
89,2,90,4,
90,2,91,4,
91,2,92,4,
92,2,93,4,
93,2,94,4,
94,2,95,4,
95,2,96,4,
96,2,97,4,
97,2,98,4,
98,2,99,4,
99,2,100,4,
100
1,3,0,2,
2,3,1,2,
3,3,2,2,
4,3,3,2,
5,3,4,2,
6,3,5,2,
7,3,6,2,
8,3,7,2,
9,3,8,2,
10,3,9,2,
11,3,10,2,
12,3,11,2,
13,3,12,2,
14,3,13,2,
15,3,14,2,
16,3,15,2,
17,3,16,2,
18,3,17,2,
19,3,18,2,
20,3,19,2,
21,3,20,2,
22,3,21,2,
23,3,22,2,
24,3,23,2,
25,3,24,2,
26,3,25,2,
27,3,26,2,
28,3,27,2,
29,3,28,2,
30,3,29,2,
31,3,30,2,
32,3,31,2,
33,3,32,2,
34,3,33,2,
35,3,34,2,
36,3,35,2,
37,3,36,2,
38,3,37,2,
39,3,38,2,
40,3,39,2,
41,3,40,2,
42,3,41,2,
43,3,42,2,
44,3,43,2,
45,3,44,2,
46,3,45,2,
47,3,46,2,
48,3,47,2,
49,3,48,2,
50,3,49,2,
51,3,50,2,
52,3,51,2,
53,3,52,2,
54,3,53,2,
55,3,54,2,
56,3,55,2,
57,3,56,2,
58,3,57,2,
59,3,58,2,
60,3,59,2,
61,3,60,2,
62,3,61,2,
63,3,62,2,
64,3,63,2,
65,3,64,2,
66,3,65,2,
67,3,66,2,
68,3,67,2,
69,3,68,2,
70,3,69,2,
71,3,70,2,
72,3,71,2,
73,3,72,2,
74,3,73,2,
75,3,74,2,
76,3,75,2,
77,3,76,2,
78,3,77,2,
79,3,78,2,
80,3,79,2,
81,3,80,2,
82,3,81,2,
83,3,82,2,
84,3,83,2,
85,3,84,2,
86,3,85,2,
87,3,86,2,
88,3,87,2,
89,3,88,2,
90,3,89,2,
91,3,90,2,
92,3,91,2,
93,3,92,2,
94,3,93,2,
95,3,94,2,
96,3,95,2,
97,3,96,2,
98,3,97,2,
99,3,98,2,
100,3,99,2,
.
